JourneyID,OriginType,Origin,DestinationType,Destination,OutwardDate,OutwardTime,OutwardArrDep,ReturnDate,ReturnTime,ReturnArrDep
Game13002,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13003,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13004,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13005,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13006,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13007,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13008,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13009,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13010,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13011,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13012,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13013,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13014,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13015,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13016,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13017,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13018,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13019,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13020,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13021,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13022,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13023,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13024,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13025,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13026,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13027,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13028,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13029,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13030,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13031,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13032,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13033,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13034,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13035,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13036,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13037,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13038,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13039,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13040,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13041,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13042,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13043,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13044,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13045,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13046,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13047,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13048,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13049,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13050,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13051,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13052,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13053,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13054,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13055,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13056,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13057,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13058,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13059,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13060,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13061,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13062,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13063,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13064,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13065,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13066,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13067,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13068,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13069,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13070,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13071,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13072,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13073,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13074,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13075,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13076,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13077,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13078,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13079,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13080,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13081,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13082,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13083,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13084,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13085,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13086,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13087,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13088,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13089,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13090,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13091,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13092,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13093,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13094,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13095,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13096,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13097,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13098,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13099,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13100,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13101,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13102,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13103,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13104,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13105,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13106,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13107,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13108,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13109,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13110,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13111,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13112,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13113,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13114,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13115,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13116,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13117,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13118,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13119,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13120,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13121,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13122,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13123,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13124,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13125,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13126,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13127,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13128,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13129,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13130,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13131,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13132,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13133,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13134,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13135,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13136,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13137,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13138,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13139,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13140,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13141,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13142,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13143,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13144,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13145,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13146,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13147,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13148,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13149,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13150,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13151,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13152,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13153,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13154,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13155,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13156,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13157,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13158,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13159,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13160,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13161,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13162,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13163,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13164,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13165,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13166,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13167,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13168,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13169,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13170,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13171,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13172,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13173,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13174,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13175,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13176,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13177,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13178,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13179,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13180,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13181,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13182,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13183,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13184,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13185,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13186,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13187,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13188,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13189,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13190,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13191,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13192,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13193,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13194,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13195,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13196,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13197,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13198,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13199,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13200,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13201,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13202,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13203,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13204,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13205,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13206,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13207,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13208,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13209,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13210,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13211,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13212,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13213,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13214,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13215,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13216,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13217,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13218,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13219,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13220,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13221,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13222,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13223,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13224,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13225,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13226,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13227,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13228,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13229,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13230,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13231,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13232,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13233,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13234,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13235,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13236,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13237,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13238,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13239,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13240,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13241,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13242,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13243,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13244,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13245,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13246,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13247,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13248,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13249,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13250,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13251,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13252,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13253,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13254,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13255,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13256,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13257,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13258,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13259,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13260,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13261,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13262,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13263,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13264,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13265,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13266,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13267,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13268,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13269,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13270,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13271,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13272,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13273,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13274,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13275,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13276,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13277,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13278,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13279,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13280,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13281,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13282,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13283,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13284,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13285,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13286,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13287,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13288,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13289,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13290,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13291,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13292,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13293,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13294,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13295,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13296,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13297,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13298,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13299,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13300,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13301,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13302,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13303,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13304,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13305,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13306,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13307,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13308,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13309,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13310,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13311,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13312,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13313,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13314,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13315,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13316,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13317,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13318,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13319,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13320,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13321,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13322,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13323,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13324,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13325,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13326,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13327,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13328,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13329,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13330,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13331,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13332,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13333,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13334,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13335,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13336,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13337,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13338,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13339,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13340,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13341,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13342,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13343,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13344,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13345,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13346,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13347,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13348,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13349,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13350,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13351,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13352,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13353,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13354,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13355,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game13356,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game13357,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game13358,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game13359,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game13360,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game13361,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
